Date,Customer Name,Gender,Annual Income,Dealer_Name,Company,Model,Transmission,Color,Price ($),Dealer_No ,Body Style,Phone,Dealer_Region,Discount,Discounted Ammount,Special extra Discount from the Dealer of SUV (20%)
2028-12-06,Sophia,Male,1230000,Saab-Belle Dodge,Saturn,LW,Manual,Pale White,13000,60504-7114,Hatchback,8945445,Aurora,10%,"$1,300.00",
2028-12-07,Michaela,Female,13500,Pars Auto Sales,Honda,Passport,Manual,Pale White,27001,38701-8047,Hardtop,6013200,Greenville,10%,"$2,700.10",
2028-12-08,Alisson,Male,775000,Capitol KIA,BMW,323i,Auto,Red,19001,38701-8047,Hatchback,7283040,Greenville,10%,"$1,900.10",
2028-12-09,Jade,Male,937000,Ryder Truck Rental and Leasing,Mitsubishi,Mirage,Auto,Black,9000,06457-3834,SUV,6193629,Middletown,10%,$900.00,
2028-12-10,Evelyn,Female,806000,Classic Chevy,Volkswagen,Jetta,Auto,Red,69000,85257-3102,Passenger,7488121,Aurora,10%,"$6,900.00",
2028-12-11,Sophie,Male,636500,Scrivener Performance Engineering,Honda,Passport,Manual,Pale White,27500,38701-8047,SUV,7616194,Greenville,10%,"$2,750.00",
2028-12-12,Stella,Male,910000,Star Enterprises Inc,Volkswagen,Passat,Auto,Pale White,32000,99301-3882,Hatchback,8260280,Pasco,10%,"$3,200.00",
2028-12-13,Michal,Male,410000,Pitre Buick-Pontiac-Gmc of Scottsdale,Volkswagen,Golf,Manual,Pale White,17001,99301-3882,Hardtop,7790819,Pasco,10%,"$1,700.10",
2028-12-14,Kiyan,Male,860000,Chrysler of Tri-Cities,Cadillac,Eldorado,Auto,Black,60000,99301-3882,Passenger,6272737,Pasco,10%,"$6,000.00",
2028-12-15,Aliyah,Male,2220000,Chrysler of Tri-Cities,Pontiac,Grand Prix,Auto,Red,69001,99301-3882,Passenger,7654230,Pasco,10%,"$6,900.10",
2028-12-16,Allison,Female,13500,Chrysler Plymouth,Chevrolet,Prizm,Manual,Black,16001,53546-9427,Hatchback,7242460,Janesville,10%,"$1,600.10",
2028-12-17,Nahil,Female,650000,Rabun Used Car Sales,Mitsubishi,Montero Sport,Auto,Red,39001,85257-3102,Hardtop,6248551,Austin,10%,"$3,900.10",
2028-12-18,Joshua,Male,1075000,Scrivener Performance Engineering,Dodge,Ram Wagon,Auto,Black,22500,38701-8047,Passenger,7722614,Greenville,10%,"$2,250.00",
2028-12-19,Fatima,Male,1200000,Clay Johnson Auto Sales,Audi,A6,Auto,Black,14000,78758-7841,SUV,8419007,Greenville,10%,"$1,400.00",
2028-12-20,Fiona,Male,700000,Diehl Motor CO Inc,Oldsmobile,Cutlass,Auto,Pale White,46000,06457-3834,Sedan,6382128,Pasco,10%,"$4,600.00",
2028-12-21,Summer,Female,872500,Suburban Ford,Volvo,S40,Auto,Red,29500,53546-9427,Sedan,8808431,Janesville,10%,"$2,950.00",
2028-12-22,Suri,Male,770000,Tri-State Mack Inc,Mercedes-B,CL500,Manual,Black,22001,85257-3102,SUV,8640456,Scottsdale,10%,"$2,200.10",
2028-12-23,Sury,Female,490000,U-Haul CO,Dodge,Viper,Auto,Red,23001,78758-7841,SUV,8883430,Austin,10%,"$2,300.10",
2028-12-24,Kristian,Male,1505000,Chrysler Plymouth,Ford,Windstar,Auto,Pale White,19500,53546-9427,Sedan,7116182,Janesville,10%,"$1,950.00",
2028-12-25,Kyle,Male,1700000,Classic Chevy,Mitsubishi,Diamante,Auto,Pale White,21000,85257-3102,Hatchback,7022725,Scottsdale,10%,"$2,100.00",
2028-12-26,Kymani,Male,1280000,Clay Johnson Auto Sales,Honda,CR-V,Auto,Red,12000,78758-7841,SUV,6577564,Austin,10%,"$1,200.00",
2028-12-27,Allyson,Male,13500,Classic Chevy,Subaru,Forester,Auto,Black,22001,85257-3102,Hatchback,7065662,Austin,10%,"$2,200.10",
2028-12-28,Alondra,Male,2015000,Clay Johnson Auto Sales,Mercury,Cougar,Auto,Black,26501,78758-7841,Hatchback,8061042,Austin,10%,"$2,650.10",
2028-12-29,Alyson,Male,700000,Diehl Motor CO Inc,Cadillac,Escalade,Manual,Black,34001,06457-3834,Sedan,7845772,Middletown,10%,"$3,400.10",
2028-12-30,Emma,Male,1224000,Star Enterprises Inc,BMW,328i,Auto,Black,41400,99301-3882,Sedan,7165252,Pasco,10%,"$4,140.00",
2028-12-31,Alicia,Male,1426000,Suburban Ford,Cadillac,Catera,Auto,Pale White,75600,53546-9427,Hatchback,8764510,Janesville,10%,"$7,560.00",
2029-01-01,Antony,Female,905000,Tri-State Mack Inc,Toyota,Corolla,Manual,Red,14000,85257-3102,Passenger,7953650,Scottsdale,10%,"$1,400.00",
2029-01-02,Gianna,Male,712000,Enterprise Rent A Car,Mitsubishi,3000GT,Auto,Red,19000,60504-7114,Sedan,6216055,Janesville,10%,"$1,900.00",
2029-01-03,Grace,Male,775000,Gartner Buick Hyundai Saab,Nissan,Altima,Auto,Pale White,20000,38701-8047,Hatchback,7344825,Scottsdale,10%,"$2,000.00",
2029-01-04,Hailey,Male,821000,Hatfield Volkswagen,BMW,528i,Manual,Red,29000,99301-3882,SUV,8636594,Austin,10%,"$2,900.00",
2029-01-05,Sydney,Male,960000,Progressive Shippers Cooperative Association No,Mitsubishi,Galant,Auto,Pale White,36001,53546-9427,Passenger,7428271,Janesville,10%,"$3,600.10",
2029-01-06,Sylvia,Male,890000,Rabun Used Car Sales,Pontiac,Bonneville,Auto,Red,19001,85257-3102,Hatchback,8781906,Scottsdale,10%,"$1,900.10",
2029-01-07,Talia,Male,965000,Race Car Help,Mercedes-B,SL-Class,Manual,Black,38001,78758-7841,SUV,8355416,Austin,10%,"$3,800.10",
2029-01-08,Tamar,Male,13500,Ryder Truck Rental and Leasing,Nissan,Quest,Manual,Black,19001,06457-3834,SUV,8589398,Middletown,10%,"$1,900.10",
2029-01-09,Leon,Male,755000,Diehl Motor CO Inc,Volkswagen,GTI,Auto,Pale White,20000,06457-3834,SUV,8076115,Middletown,10%,"$2,000.00",
2029-01-10,Levi,Male,2545000,Enterprise Rent A Car,Mercury,Cougar,Auto,Black,33500,60504-7114,Hatchback,8965897,Aurora,10%,"$3,350.00",
2029-01-11,Rohan,Male,1050000,Saab-Belle Dodge,Subaru,Forester,Auto,Black,22001,60504-7114,Hardtop,7124383,Aurora,10%,"$2,200.10",
2029-01-12,Logan,Male,460000,Hatfield Volkswagen,Oldsmobile,Silhouette,Auto,Black,60000,99301-3882,Sedan,7171325,Pasco,10%,"$6,000.00",
2029-01-13,Alyssa,Male,1700000,Enterprise Rent A Car,Oldsmobile,Intrigue,Auto,Red,39001,60504-7114,SUV,8404059,Aurora,10%,"$3,900.10",
2029-01-14,Amanda,Male,3225000,Gartner Buick Hyundai Saab,Pontiac,Sunfire,Auto,Black,18501,38701-8047,Sedan,7648049,Greenville,10%,"$1,850.10",
2029-01-15,Amaya,Male,810000,Hatfield Volkswagen,Dodge,Ram Pickup,Manual,Black,19001,99301-3882,Hatchback,6750035,Pasco,10%,"$1,900.10",
2029-01-16,Amber,Male,3320000,Iceberg Rentals,Porsche,Boxter,Manual,Red,24000,53546-9427,SUV,7800163,Janesville,10%,"$2,400.00",
2029-01-17,Lili-Rose,Male,621000,U-Haul CO,Mitsubishi,Diamante,Manual,Black,22000,78758-7841,Hatchback,6760537,Austin,10%,"$2,200.00",
2029-01-18,Baptiste,Male,465000,Buddy Storbeck's Diesel Service Inc,Mercedes-B,SLK,Auto,Red,19000,06457-3834,Passenger,6562558,Middletown,10%,"$1,900.00",
2029-01-19,Dylan,Male,555000,C & M Motors Inc,Audi,A6,Manual,Pale White,24000,60504-7114,SUV,8435576,Aurora,10%,"$2,400.00",
2029-01-20,Kathy,Male,1490000,Capitol KIA,Volvo,S40,Manual,Pale White,17000,38701-8047,Sedan,8484921,Greenville,10%,"$1,700.00",
2029-01-21,Hannah,Male,663500,Iceberg Rentals,Honda,Accord,Manual,Black,43500,53546-9427,Sedan,8062387,Janesville,10%,"$4,350.00",
2029-01-22,Helen,Male,805000,McKinney Dodge Chrysler Jeep,Volvo,V70,Auto,Black,39000,85257-3102,Passenger,7769147,Scottsdale,10%,"$3,900.00",
2029-01-23,Irene,Male,13500,Motor Vehicle Branch Office,Ford,Taurus,Manual,Black,69000,78758-7841,SUV,7904133,Janesville,10%,"$6,900.00",
2029-01-24,Iris,Male,13500,Nebo Chevrolet,Jaguar,S-Type,Auto,Black,16000,06457-3834,Passenger,6707000,Scottsdale,10%,"$1,600.00",
2029-01-25,Taylor,Female,1200000,Saab-Belle Dodge,Audi,A4,Auto,Black,27001,60504-7114,SUV,6435943,Aurora,10%,"$2,700.10",
2029-01-26,Tessa,Male,1440000,Scrivener Performance Engineering,Oldsmobile,Silhouette,Auto,Red,12001,38701-8047,Sedan,7098714,Greenville,10%,"$1,200.10",
2029-01-27,Toby,Male,955000,Star Enterprises Inc,Toyota,RAV4,Manual,Pale White,22001,99301-3882,Hatchback,7050749,Pasco,10%,"$2,200.10",
2029-01-28,Tzipora,Male,450000,Suburban Ford,Dodge,Durango,Auto,Pale White,10001,53546-9427,SUV,8072296,Janesville,10%,"$1,000.10",
2029-01-29,Tziporah,Male,801000,Tri-State Mack Inc,Lincoln,Continental,Manual,Black,42001,85257-3102,Passenger,6400495,Scottsdale,10%,"$4,200.10",
2029-01-30,Tzippy,Male,13500,U-Haul CO,Mitsubishi,Diamante,Auto,Black,18001,78758-7841,Hatchback,7671295,Austin,10%,"$1,800.10",
2029-01-31,Lucas,Male,1210000,Iceberg Rentals,Ford,Expedition,Manual,Black,10000,53546-9427,SUV,7245092,Janesville,10%,"$1,000.00",
2029-02-01,Luke,Male,1265000,McKinney Dodge Chrysler Jeep,Mitsubishi,3000GT,Auto,Red,19500,85257-3102,Sedan,8043351,Scottsdale,10%,"$1,950.00",
2029-02-02,Mahamadou,Male,1300000,Motor Vehicle Branch Office,Cadillac,Eldorado,Auto,Red,31000,78758-7841,Passenger,6847238,Austin,10%,"$3,100.00",
2029-02-03,Makai,Male,460000,Nebo Chevrolet,Honda,Civic,Manual,Pale White,45000,06457-3834,Hatchback,8225660,Middletown,10%,"$4,500.00",
2029-02-04,Makhi,Male,263100,New Castle Ford Lincoln Mercury,Chrysler,Sebring Coupe,Auto,Pale White,46100,60504-7114,Sedan,8318418,Aurora,10%,"$4,610.00",
2029-02-05,Malachi,Male,1075000,Pars Auto Sales,Toyota,Celica,Auto,Pale White,31500,38701-8047,SUV,7780121,Greenville,10%,"$3,150.00",
2029-02-06,Amelia,Female,3710000,McKinney Dodge Chrysler Jeep,Volvo,S70,Auto,Black,26000,85257-3102,Hatchback,6008819,Austin,10%,"$2,600.00",
2029-02-07,Amy,Male,13500,Motor Vehicle Branch Office,Honda,CR-V,Auto,Black,31000,78758-7841,SUV,6772946,Austin,10%,"$3,100.00",
2029-02-08,Ana,Male,2125000,Nebo Chevrolet,Audi,A6,Manual,Pale White,13500,06457-3834,SUV,7270133,Middletown,10%,"$1,350.00",
2029-02-09,Analia,Male,13500,New Castle Ford Lincoln Mercury,Chrysler,LHS,Auto,Black,17000,60504-7114,Hatchback,7901027,Aurora,10%,"$1,700.00",
2029-02-10,Anaya,Female,3250000,Pars Auto Sales,Oldsmobile,Cutlass,Auto,Red,15000,38701-8047,Sedan,8190475,Greenville,10%,"$1,500.00",
2029-02-11,Andrea,Male,2030000,Pitre Buick-Pontiac-Gmc of Scottsdale,Chevrolet,Metro,Auto,Black,31000,99301-3882,Passenger,6531709,Pasco,10%,"$3,100.00",
2029-02-12,Remi,Male,680000,Diehl Motor CO Inc,Volvo,S70,Auto,Pale White,32001,06457-3834,Hardtop,8996149,Middletown,10%,"$3,200.10",
2029-02-13,Ana Isabel,Female,13500,Chrysler Plymouth,Dodge,Ram Van,Auto,Black,60000,53546-9427,Hatchback,7404999,Janesville,10%,"$6,000.00",
2029-02-14,Maelys,Male,890000,Classic Chevy,Volkswagen,Cabrio,Auto,Black,16000,85257-3102,Sedan,8019314,Scottsdale,10%,"$1,600.00",
2029-02-15,Akram,Male,540000,Clay Johnson Auto Sales,Volvo,S40,Manual,Red,17000,78758-7841,Sedan,8291183,Austin,10%,"$1,700.00",
2029-02-16,Ketia,Male,512000,Diehl Motor CO Inc,Mitsubishi,Montero,Manual,Black,16000,06457-3834,SUV,7652809,Middletown,10%,"$1,600.00",
2029-02-17,Laurine,Male,675000,Enterprise Rent A Car,Chrysler,Sebring Coupe,Manual,Red,21000,60504-7114,Sedan,8605396,Aurora,10%,"$2,100.00",
2029-02-18,Isabel,Male,13500,New Castle Ford Lincoln Mercury,Lincoln,Town car,Manual,Black,17000,60504-7114,Hatchback,7960164,Austin,10%,"$1,700.00",
2029-02-19,Isabella,Male,13500,Pars Auto Sales,Saturn,SC,Auto,Red,12000,38701-8047,Hatchback,6244187,Middletown,10%,"$1,200.00",
2029-02-20,Isabelle,Male,13500,Pitre Buick-Pontiac-Gmc of Scottsdale,Audi,A6,Auto,Black,27000,99301-3882,SUV,6055938,Aurora,10%,"$2,700.00",
2029-02-21,Ivy,Male,1290000,Progressive Shippers Cooperative Association No,Ford,Expedition,Manual,Black,10000,53546-9427,SUV,7974812,Greenville,10%,"$1,000.00",
2029-02-22,Janice,Male,2268000,Rabun Used Car Sales,Toyota,Celica,Auto,Pale White,45800,85257-3102,SUV,7410063,Pasco,10%,"$4,580.00",
2029-02-23,Jannat,Male,270000,Race Car Help,Mercedes-B,SL-Class,Manual,Black,38000,78758-7841,Hatchback,7750141,Janesville,10%,"$3,800.00",
2029-02-24,Tzivia,Female,770000,Buddy Storbeck's Diesel Service Inc,Toyota,Celica,Auto,Pale White,25001,06457-3834,SUV,7594006,Middletown,10%,"$2,500.10",
2029-02-25,Valentina,Male,1000000,C & M Motors Inc,Oldsmobile,Silhouette,Manual,Red,25001,60504-7114,Sedan,8216609,Aurora,10%,"$2,500.10",
2029-02-26,Isiah,Male,472000,Nebo Chevrolet,Mitsubishi,Montero Sport,Auto,Pale White,53000,06457-3834,Hardtop,8861803,Middletown,10%,"$5,300.00",
2029-02-27,Mamadou,Male,13500,Progressive Shippers Cooperative Association No,Dodge,Durango,Manual,Pale White,27000,53546-9427,SUV,7578548,Janesville,10%,"$2,700.00",
2029-02-28,Angela,Male,2750000,Progressive Shippers Cooperative Association No,Acura,RL,Manual,Red,34000,53546-9427,SUV,6942908,Janesville,10%,"$3,400.00",
2029-03-01,Angelica,Male,13500,Rabun Used Car Sales,Mitsubishi,Montero Sport,Auto,Red,39000,85257-3102,Hatchback,7613685,Austin,10%,"$3,900.00",
2029-03-02,Anastasya,Male,1720000,Gartner Buick Hyundai Saab,BMW,328i,Manual,Red,21000,38701-8047,Sedan,8338297,Greenville,10%,"$2,100.00",
2029-03-03,Morgan,Male,854000,Hatfield Volkswagen,Chevrolet,Metro,Manual,Red,37000,99301-3882,Passenger,7418945,Pasco,10%,"$3,700.00",
2029-03-04,Jasmine,Male,605000,Ryder Truck Rental and Leasing,Plymouth,Breeze,Auto,Pale White,22000,06457-3834,Hatchback,8383198,Austin,10%,"$2,200.00",
2029-03-05,Jennifer,Male,13500,Saab-Belle Dodge,Oldsmobile,Bravada,Manual,Black,17000,60504-7114,Hatchback,6684084,Austin,10%,"$1,700.00",
2029-03-06,Valerie,Male,1435000,Capitol KIA,Toyota,Celica,Manual,Pale White,14501,38701-8047,SUV,7185298,Greenville,10%,"$1,450.10",
2029-03-07,Vanessa,Male,390000,Chrysler of Tri-Cities,Chevrolet,Camaro,Auto,Black,41001,99301-3882,Sedan,7445037,Pasco,10%,"$4,100.10",
2029-03-08,Vera,Male,1425000,Chrysler Plymouth,Ford,Taurus,Manual,Red,22500,53546-9427,SUV,8163756,Janesville,10%,"$2,250.00",
2029-03-09,Veronica,Female,925000,Classic Chevy,Oldsmobile,Aurora,Manual,Red,34000,85257-3102,Passenger,7957489,Scottsdale,10%,"$3,400.00",
2029-03-10,Veronika,Male,1340000,Clay Johnson Auto Sales,Pontiac,Firebird,Manual,Black,43000,78758-7841,SUV,7030568,Austin,10%,"$4,300.00",
2029-03-11,Victoria,Male,955000,Diehl Motor CO Inc,Mercury,Cougar,Auto,Black,33000,06457-3834,Hatchback,8616859,Middletown,10%,"$3,300.00",
2029-03-12,Violet,Female,1075000,Enterprise Rent A Car,Chevrolet,Lumina,Manual,Black,42500,60504-7114,Passenger,6307191,Aurora,10%,"$4,250.00",
2029-03-13,Vivian,Male,1100000,Gartner Buick Hyundai Saab,Chevrolet,Prizm,Auto,Black,16001,38701-8047,SUV,6300724,Greenville,10%,"$1,600.10",
2029-03-14,Marcus,Male,1310000,Rabun Used Car Sales,Honda,Odyssey,Manual,Pale White,27000,85257-3102,Passenger,6286993,Scottsdale,10%,"$2,700.00",
2029-03-15,Mason,Male,714000,Race Car Help,Honda,CR-V,Auto,Pale White,22000,78758-7841,SUV,8499297,Austin,10%,"$2,200.00",
2029-03-16,Matthew,Female,665000,Ryder Truck Rental and Leasing,Chrysler,300M,Auto,Black,26000,06457-3834,SUV,8395533,Middletown,10%,"$2,600.00",
2029-03-17,Maurice,Male,880000,Saab-Belle Dodge,Dodge,Ram Wagon,Auto,Black,22000,60504-7114,Passenger,6925171,Aurora,10%,"$2,200.00",
2029-03-18,Mekhi,Female,811000,Scrivener Performance Engineering,Ford,Expedition,Manual,Black,10000,38701-8047,SUV,6560385,Greenville,10%,"$1,000.00",
2029-03-19,Messiah,Female,740000,Star Enterprises Inc,Volkswagen,Passat,Manual,Pale White,12000,99301-3882,Hatchback,8575553,Pasco,10%,"$1,200.00",
2029-03-20,Micah,Male,1405000,Suburban Ford,Buick,Regal,Auto,Pale White,46500,53546-9427,Passenger,7929300,Janesville,10%,"$4,650.00",
2029-03-21,Michael,Female,733500,Tri-State Mack Inc,Plymouth,Voyager,Manual,Black,75500,85257-3102,Passenger,6154972,Scottsdale,10%,"$7,550.00",
2029-03-22,Angelina,Male,2000000,Race Car Help,Volvo,C70,Manual,Black,17000,78758-7841,Hatchback,7278975,Austin,10%,"$1,700.00",
2029-03-23,Angelique,Male,706000,Ryder Truck Rental and Leasing,Lincoln,Town car,Auto,Pale White,18000,06457-3834,Hatchback,8055058,Middletown,10%,"$1,800.00",
2029-03-24,Angely,Male,2250000,Saab-Belle Dodge,Mitsubishi,Galant,Auto,Pale White,36000,60504-7114,Passenger,8631750,Aurora,10%,"$3,600.00",
2029-03-25,Angie,Male,2740000,Scrivener Performance Engineering,Mitsubishi,Montero,Manual,Black,16000,38701-8047,SUV,6300454,Greenville,10%,"$1,600.00",
2029-03-26,Aniyah,Male,13500,Star Enterprises Inc,Volkswagen,GTI,Auto,Red,25000,99301-3882,SUV,6905438,Pasco,10%,"$2,500.00",
2029-03-27,Anna,Male,13500,Suburban Ford,Pontiac,Grand Prix,Auto,Red,69000,53546-9427,Passenger,8699607,Janesville,10%,"$6,900.00",
2029-03-28,Annabelle,Female,13500,Tri-State Mack Inc,Nissan,Frontier,Manual,Black,53000,85257-3102,Hatchback,7602954,Scottsdale,10%,"$5,300.00",
2029-03-29,April,Female,13500,U-Haul CO,Chevrolet,Impala,Manual,Red,22000,78758-7841,Hatchback,6027240,Austin,10%,"$2,200.00",
2029-03-30,Lou,Male,1502000,Iceberg Rentals,Nissan,Frontier,Manual,Pale White,20200,53546-9427,Hatchback,6060418,Janesville,10%,"$2,020.00",
2029-03-31,Thomas,Male,1157000,McKinney Dodge Chrysler Jeep,Ford,Expedition,Manual,Black,10700,85257-3102,SUV,7302202,Scottsdale,10%,"$1,070.00",
2029-04-01,Enzo,Male,4500000,Motor Vehicle Branch Office,Toyota,Land Cruiser,Auto,Black,21000,78758-7841,SUV,8825544,Austin,10%,"$2,100.00",
2029-04-02,Remi,Male,355000,McKinney Dodge Chrysler Jeep,Honda,Passport,Manual,Pale White,27001,85257-3102,Hardtop,8057150,Austin,10%,"$2,700.10",
2029-04-03,Koray,Male,1935000,New Castle Ford Lincoln Mercury,Ford,F-Series,Manual,Red,13500,60504-7114,Passenger,6725425,Aurora,10%,"$1,350.00",
2029-04-04,Geoffrey,Male,13500,Pars Auto Sales,Acura,RL,Manual,Black,18000,38701-8047,SUV,8784694,Greenville,10%,"$1,800.00",
2029-04-05,Abdjadi,Female,310000,Pitre Buick-Pontiac-Gmc of Scottsdale,Mercury,Villager,Manual,Pale White,14000,99301-3882,Passenger,6500558,Pasco,10%,"$1,400.00",
2029-04-06,Bilal,Male,591000,Progressive Shippers Cooperative Association No,Mercedes-B,CL500,Manual,Red,29000,53546-9427,SUV,6240830,Janesville,10%,"$2,900.00",
2029-04-07,Jenny,Male,764000,Scrivener Performance Engineering,Volkswagen,Beetle,Auto,Red,45000,38701-8047,Hatchback,8366165,Middletown,10%,"$4,500.00",
2029-04-08,Jessica,Female,650000,Star Enterprises Inc,Lincoln,Town car,Auto,Black,26000,99301-3882,Hatchback,7990844,Aurora,10%,"$2,600.00",
2029-04-09,Jessie,Female,495000,Suburban Ford,BMW,323i,Manual,Red,21000,53546-9427,Hatchback,8830681,Greenville,10%,"$2,100.00",
2029-04-10,Jia,Male,700000,Tri-State Mack Inc,Saturn,LW,Auto,Pale White,18000,85257-3102,Hatchback,6005807,Pasco,10%,"$1,800.00",
2029-04-11,Joanna,Male,452000,U-Haul CO,Pontiac,Grand Prix,Auto,Red,19000,78758-7841,Passenger,8522309,Janesville,10%,"$1,900.00",
2029-04-12,Jocelyn,Male,13500,Progressive Shippers Cooperative Association No,Mercedes-B,C-Class,Auto,Black,14000,53546-9427,Hatchback,8908508,Scottsdale,10%,"$1,400.00",
2029-04-13,Joy,Male,13500,Rabun Used Car Sales,Ford,Contour,Auto,Red,19000,85257-3102,Sedan,6027509,Austin,10%,"$1,900.00",
2029-04-14,Joyce,Male,1890000,Race Car Help,Saab,3-Sep,Auto,Red,69000,78758-7841,Sedan,7428611,Middletown,10%,"$6,900.00",
2029-04-15,Vivienne,Male,1255000,Hatfield Volkswagen,Audi,A6,Manual,Pale White,13501,99301-3882,SUV,6278556,Pasco,10%,"$1,350.10",
2029-04-16,Willa,Female,1483000,Iceberg Rentals,Cadillac,Eldorado,Manual,Black,85301,53546-9427,Passenger,8322944,Janesville,10%,"$8,530.10",
2029-04-17,Yachet,Male,432000,McKinney Dodge Chrysler Jeep,Pontiac,Sunfire,Manual,Red,43001,85257-3102,Sedan,8278420,Scottsdale,10%,"$4,300.10",
2029-04-18,Yael,Male,1640000,Motor Vehicle Branch Office,Buick,Regal,Manual,Red,43000,78758-7841,Passenger,7506116,Austin,10%,"$4,300.00",
2029-04-19,Yasmine,Male,1430000,Nebo Chevrolet,Audi,A6,Manual,Black,25000,06457-3834,SUV,8080975,Middletown,10%,"$2,500.00",
2029-04-20,Yehudis,Male,610000,New Castle Ford Lincoln Mercury,Infiniti,I30,Manual,Red,22000,60504-7114,SUV,8153041,Aurora,10%,"$2,200.00",
2029-04-21,Yides,Male,940000,Pars Auto Sales,Acura,RL,Auto,Black,24000,38701-8047,SUV,8745399,Greenville,10%,"$2,400.00",
2029-04-22,Yitty,Male,890000,Pitre Buick-Pontiac-Gmc of Scottsdale,Saturn,SC,Manual,Red,61000,99301-3882,SUV,6344849,Pasco,10%,"$6,100.00",
2029-04-23,Miles,Female,650000,U-Haul CO,Hyundai,Elantra,Manual,Red,22000,78758-7841,Sedan,8286569,Austin,10%,"$2,200.00",
2029-04-24,Scarlett,Male,13500,Chrysler Plymouth,Toyota,Tacoma,Manual,Red,82000,53546-9427,Hardtop,7050261,Janesville,10%,"$8,200.00",
2029-04-25,Mohammed,Male,593000,Rabun Used Car Sales,Saturn,LW,Auto,Pale White,18000,85257-3102,Hatchback,6224980,Scottsdale,10%,"$1,800.00",
2029-04-26,Moussa,Male,13500,Race Car Help,Mercury,Villager,Manual,Pale White,14000,78758-7841,Passenger,6406317,Austin,10%,"$1,400.00",
2029-04-27,Muhammad,Male,1732000,Ryder Truck Rental and Leasing,Chrysler,LHS,Auto,Pale White,20200,06457-3834,Hatchback,8964864,Middletown,10%,"$2,020.00",
2029-04-28,Blima,Male,781000,Star Enterprises Inc,Plymouth,Breeze,Auto,Red,39000,99301-3882,Hardtop,6871196,Pasco,10%,"$3,900.00",
2029-04-29,Nasir,Female,950000,Scrivener Performance Engineering,Pontiac,Grand Am,Auto,Red,19000,38701-8047,SUV,7435068,Greenville,10%,"$1,900.00",
2029-04-30,Nathan,Male,1253500,Star Enterprises Inc,Volkswagen,Cabrio,Auto,Pale White,17350,99301-3882,Sedan,8805672,Pasco,10%,"$1,735.00",
2029-05-01,Arely,Female,1500000,Progressive Shippers Cooperative Association No,Saturn,LW,Auto,Pale White,18000,53546-9427,Hatchback,8467004,Janesville,10%,"$1,800.00",
2029-05-02,Ariana,Female,13500,Rabun Used Car Sales,Oldsmobile,Silhouette,Manual,Pale White,14000,85257-3102,Sedan,6922208,Scottsdale,10%,"$1,400.00",
2029-05-03,Arianna,Male,13500,Race Car Help,Saab,3-Sep,Auto,Red,69000,78758-7841,Sedan,8439649,Austin,10%,"$6,900.00",
2029-05-04,Arianny,Male,2950000,Ryder Truck Rental and Leasing,Volvo,S40,Auto,Black,17000,06457-3834,Sedan,6526947,Middletown,10%,"$1,700.00",
2029-05-05,Ariel,Male,13500,Saab-Belle Dodge,Volkswagen,Passat,Auto,Red,13000,60504-7114,Hatchback,6180189,Aurora,10%,"$1,300.00",
2029-05-06,Ariella,Female,13500,Scrivener Performance Engineering,Dodge,Viper,Auto,Red,23000,38701-8047,SUV,7741568,Greenville,10%,"$2,300.00",
2029-05-07,Ashley,Male,1587500,Star Enterprises Inc,Jeep,Wrangler,Auto,Red,13750,99301-3882,Hatchback,6511110,Pasco,10%,"$1,375.00",
2029-05-08,Ashly,Female,13500,Suburban Ford,Volvo,S70,Auto,Pale White,32000,53546-9427,Hatchback,6927803,Janesville,10%,"$3,200.00",
2029-05-09,Bryan,Male,13500,Rabun Used Car Sales,Chevrolet,Metro,Manual,Pale White,13000,85257-3102,Passenger,7419916,Scottsdale,10%,"$1,300.00",
2029-05-10,Enzo,Male,750000,Race Car Help,Chevrolet,Lumina,Manual,Black,42000,78758-7841,Passenger,8114271,Austin,10%,"$4,200.00",
2029-05-11,Lea,Male,13500,Ryder Truck Rental and Leasing,Lexus,LS400,Manual,Black,69000,06457-3834,Sedan,8562699,Middletown,10%,"$6,900.00",
2029-05-12,Tom,Female,691000,Saab-Belle Dodge,Oldsmobile,Silhouette,Manual,Pale White,14000,60504-7114,Sedan,7331917,Aurora,10%,"$1,400.00",
2029-05-13,Aurore,Male,385000,Scrivener Performance Engineering,Mercedes-B,SLK,Manual,Pale White,57000,38701-8047,Passenger,7590381,Greenville,10%,"$5,700.00",
2029-05-14,Cassandra,Male,780000,Star Enterprises Inc,Audi,A6,Manual,Pale White,13000,99301-3882,SUV,7157397,Pasco,10%,"$1,300.00",
2029-05-15,Estelle,Male,1220000,Suburban Ford,Chrysler,LHS,Auto,Red,16000,53546-9427,Hatchback,7083727,Janesville,10%,"$1,600.00",
2029-05-16,Oceane,Female,500000,Tri-State Mack Inc,BMW,528i,Manual,Red,25000,85257-3102,SUV,6427926,Scottsdale,10%,"$2,500.00",
2029-05-17,Julia,Male,13500,Ryder Truck Rental and Leasing,Ford,Expedition,Auto,Black,26000,06457-3834,SUV,7386886,Aurora,10%,"$2,600.00",
2029-05-18,Kaitlyn,Female,13500,Saab-Belle Dodge,Jeep,Wrangler,Manual,Pale White,23000,60504-7114,Hatchback,6298352,Greenville,10%,"$2,300.00",
2029-05-19,Karen,Female,13500,Scrivener Performance Engineering,Saturn,LS,Auto,Red,24000,38701-8047,Sedan,8694278,Pasco,10%,"$2,400.00",
